flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
2702,9.76,165,164,1,0.25,1,212
2703,8.09,131,111,20,0.11,0,156
2704,4.91,93,88,5,0.25,0,113
2705,3.44,243,188,55,0.1,1,252
2706,3.28,51,42,9,0.13,1,57
2707,7.1,236,171,65,0.18,0,269
2708,9.38,66,51,15,0.02,0,76
2709,6.91,187,177,10,0.28,0,224
2710,10.25,67,51,16,0.17,0,94
2711,3.3,71,58,13,0.15,1,90
2712,5.03,132,106,26,0.25,0,160
2713,3.61,107,81,26,0.26,0,117
2714,5.92,102,85,17,0.16,0,121
2715,1.8,50,44,6,0.28,0,64
2716,11.5,265,215,50,0.02,0,298
2717,3.46,110,101,9,0.03,0,117
2718,11.3,277,262,15,0.18,1,322
2719,6.83,266,217,49,0.11,1,290
2720,11.84,277,258,19,0.14,0,322
2721,7.99,208,204,4,0.1,1,240
2722,11.38,80,80,0,0.12,1,117
2723,3.05,115,95,20,0.25,1,135
2724,9.23,196,175,21,0.18,0,236
2725,10.93,102,79,23,0.3,0,149
2726,2.54,253,225,28,0.24,0,283
2727,2.06,251,215,36,0.08,0,253
2728,5.67,144,127,17,0.08,0,163
2729,11.27,286,231,55,0.1,0,312
2730,6.97,199,178,21,0.25,0,232
2731,7.75,72,52,20,0.01,1,84
2732,2.55,293,211,82,0.07,0,287
2733,1.01,264,197,67,0.27,0,295
2734,10.29,192,139,53,0.19,1,226
2735,3.79,203,176,27,0.07,1,218
2736,8.7,180,152,28,0.07,1,206
2737,11.23,136,106,30,0.26,1,175
2738,3.3,197,156,41,0.27,0,229
2739,8.99,174,128,46,0.08,1,192
2740,1.87,158,125,33,0.13,0,166
2741,7.64,89,63,26,0.25,0,111
2742,2.8,170,153,17,0.23,0,201
2743,9.1,88,67,21,0.24,0,117
2744,4.31,169,134,35,0.16,0,190
2745,6.1,249,198,51,0.27,0,285
2746,8.39,67,61,6,0.1,1,95
2747,2.88,218,167,51,0.05,0,225
2748,9.16,247,181,66,0.21,0,275
2749,5.72,204,191,13,0.16,1,233
2750,8.29,277,226,51,0.26,0,325
2751,2.74,192,170,22,0.02,0,195
2752,8.57,86,61,25,0.25,0,121
2753,2.41,235,202,33,0.09,0,239
2754,5.68,54,51,3,0.2,0,71
2755,5.22,280,248,32,0.01,1,284
2756,9.23,122,99,23,0.18,0,157
2757,3.88,184,180,4,0.22,0,208
2758,10.94,90,74,16,0.11,1,110
2759,11.03,261,189,72,0.06,1,285
2760,3.16,59,44,15,0.16,0,68
2761,7.75,239,235,4,0.25,0,293
2762,1.96,203,143,60,0.1,0,211
2763,5.31,117,93,24,0.08,0,130
2764,8.85,279,266,13,0.08,0,303
2765,8.25,73,73,0,0.28,0,98
2766,8.62,127,121,6,0.11,1,146
2767,4.11,218,164,54,0.0,0,217
2768,5.16,242,241,1,0.23,0,280
2769,2.13,194,181,13,0.21,0,217
2770,8.91,158,123,35,0.04,0,178
2771,6.54,73,61,12,0.3,0,108
2772,8.8,204,157,47,0.18,0,238
2773,5.24,56,44,12,0.15,1,72
2774,4.57,122,121,1,0.11,0,133
2775,4.68,156,115,41,0.27,0,181
2776,1.28,148,138,10,0.07,0,159
2777,4.75,171,143,28,0.09,0,187
2778,9.84,61,50,11,0.04,0,80
2779,10.87,134,128,6,0.23,0,174
2780,6.7,52,37,15,0.18,0,71
2781,6.01,128,110,18,0.18,0,149
2782,3.28,134,132,2,0.07,1,144
2783,10.91,59,43,16,0.2,1,79
2784,3.12,82,68,14,0.23,1,93
2785,11.5,95,76,19,0.11,1,127
2786,6.38,108,91,17,0.24,0,138
2787,6.08,101,76,25,0.1,1,117
2788,11.17,55,55,0,0.23,0,95
2789,3.22,179,165,14,0.01,1,185
2790,8.23,78,68,10,0.17,1,99
2791,7.94,168,165,3,0.29,1,210
2792,4.97,217,172,45,0.29,1,255
2793,5.72,146,129,17,0.08,0,162
2794,8.17,238,219,19,0.13,0,267
2795,9.0,245,245,0,0.02,0,263
2796,1.01,300,236,64,0.26,0,325
2797,11.31,117,88,29,0.17,0,148
2798,2.81,206,182,24,0.12,0,218
2799,5.1,278,231,47,0.03,1,281
2800,3.9,239,223,16,0.28,0,287
2801,3.34,109,89,20,0.16,1,126
2802,4.11,173,173,0,0.08,1,202
2803,11.88,133,114,19,0.11,1,159
2804,5.84,90,73,17,0.08,1,107
2805,2.27,264,192,72,0.18,0,277
2806,3.96,286,254,32,0.28,1,330
2807,9.48,259,200,59,0.26,1,314
2808,10.4,162,133,29,0.14,0,185
2809,3.83,266,193,73,0.25,0,292
2810,3.19,114,101,13,0.13,1,124
2811,3.45,295,267,28,0.08,0,307
2812,1.62,241,177,64,0.3,0,258
2813,2.14,128,127,1,0.09,0,146
2814,5.75,112,108,4,0.1,0,138
2815,3.53,275,269,6,0.3,0,327
2816,7.64,225,169,56,0.04,1,231
2817,3.79,197,197,0,0.23,0,231
2818,11.35,167,124,43,0.28,0,215
2819,10.97,86,75,11,0.15,0,120
2820,7.23,113,113,0,0.0,0,131
2821,6.19,268,236,32,0.11,1,299
2822,5.19,135,128,7,0.03,0,146
2823,5.53,292,238,54,0.12,0,312
2824,9.0,182,145,37,0.24,0,223
2825,5.97,83,71,12,0.13,0,103
2826,10.71,88,87,1,0.13,1,124
2827,11.5,116,94,22,0.17,1,153
2828,4.7,258,193,65,0.17,0,282
2829,7.17,111,88,23,0.26,0,137
2830,2.05,137,103,34,0.09,0,139
2831,3.21,201,189,12,0.25,0,233
2832,5.55,180,133,47,0.17,0,208
2833,3.27,158,143,15,0.09,0,171
2834,10.64,248,248,0,0.09,0,289
2835,2.74,138,104,34,0.11,0,147
2836,7.1,297,214,83,0.19,1,337
2837,8.45,116,94,22,0.07,1,137
2838,8.61,128,120,8,0.28,0,169
2839,6.45,270,250,20,0.17,1,302
2840,10.56,227,196,31,0.28,0,274
2841,7.25,78,57,21,0.01,0,93
2842,6.96,123,118,5,0.1,1,152
2843,3.61,81,61,20,0.01,1,90
2844,7.18,136,125,11,0.08,1,147
2845,10.03,88,67,21,0.26,0,124
2846,7.76,186,135,51,0.01,0,189
2847,10.49,150,131,19,0.13,1,187
2848,6.43,293,261,32,0.04,0,312
2849,2.3,281,214,67,0.13,0,291
2850,1.15,191,161,30,0.25,0,216
2851,4.34,117,93,24,0.19,0,133
2852,8.68,241,196,45,0.22,0,281
2853,9.69,197,188,9,0.1,0,223
2854,5.66,77,58,19,0.28,1,97
2855,6.45,63,60,3,0.21,0,90
2856,5.63,221,160,61,0.13,0,231
2857,5.52,275,255,20,0.13,0,307
2858,3.54,126,99,27,0.28,0,137
2859,2.5,272,249,23,0.17,0,291
2860,3.16,274,248,26,0.21,0,304
2861,3.5,165,150,15,0.13,1,183
2862,3.18,216,168,48,0.07,0,220
2863,3.08,77,65,12,0.22,1,88
2864,7.9,241,178,63,0.18,0,276
2865,4.48,138,126,12,0.15,0,164
2866,11.7,81,65,16,0.19,0,113
2867,3.13,186,144,42,0.06,0,190
2868,6.11,205,196,9,0.24,1,242
2869,4.94,299,264,35,0.28,0,358
2870,1.09,144,124,20,0.27,0,163
2871,10.55,66,59,7,0.1,1,103
2872,3.29,166,150,16,0.12,1,185
2873,11.46,264,210,54,0.24,1,314
2874,10.81,126,118,8,0.18,0,160
2875,7.82,104,82,22,0.16,1,132
2876,6.98,59,43,16,0.28,0,78
2877,8.19,129,108,21,0.16,0,154
2878,5.26,183,150,33,0.15,0,207
2879,8.12,225,221,4,0.01,0,245
2880,1.49,252,187,65,0.02,0,244
2881,1.59,299,274,25,0.0,0,297
2882,7.12,165,135,30,0.27,1,196
2883,7.05,244,173,71,0.12,0,265
2884,10.77,269,221,48,0.14,0,306
2885,2.15,218,171,47,0.25,0,235
2886,10.4,128,111,17,0.18,1,160
2887,3.31,109,108,1,0.18,0,126
2888,5.33,254,194,60,0.09,0,265
2889,5.85,91,91,0,0.25,1,120
2890,6.6,165,131,34,0.05,1,176
2891,2.66,297,295,2,0.02,0,320
2892,6.54,158,118,40,0.06,0,179
2893,10.21,258,246,12,0.08,1,299
2894,5.86,120,102,18,0.08,0,131
2895,6.4,205,169,36,0.2,0,225
2896,10.64,151,131,20,0.07,1,178
2897,8.77,62,56,6,0.2,0,91
2898,6.39,258,222,36,0.03,0,270
2899,3.83,64,59,5,0.04,0,72
2900,10.73,85,74,11,0.15,0,108
2901,7.35,269,241,28,0.28,0,317
2902,4.99,64,54,10,0.26,1,82
2903,3.96,287,267,20,0.29,0,333
2904,9.83,166,117,49,0.2,0,195
2905,1.49,124,106,18,0.2,0,133
2906,11.91,105,99,6,0.19,0,152
2907,4.17,144,124,20,0.19,1,168
2908,9.76,181,134,47,0.04,0,205
2909,5.34,276,275,1,0.16,0,313
2910,6.41,275,219,56,0.12,0,290
2911,10.69,101,85,16,0.13,0,135
2912,5.54,268,255,13,0.16,0,308
2913,7.84,187,142,45,0.04,1,209
2914,3.44,271,242,29,0.11,1,292
2915,1.03,222,203,19,0.02,0,223
2916,3.69,133,100,33,0.29,0,155
2917,9.13,78,64,14,0.04,1,103
2918,4.09,299,219,80,0.08,1,297
2919,2.25,102,83,19,0.27,0,121
2920,5.52,206,161,45,0.14,0,223
2921,8.13,200,150,50,0.04,0,226
2922,9.41,234,231,3,0.12,1,270
2923,4.61,227,175,52,0.03,1,233
2924,1.88,70,58,12,0.06,0,76
2925,11.34,161,158,3,0.02,0,187
2926,5.35,220,187,33,0.13,1,244
2927,10.68,187,183,4,0.24,1,238
2928,10.77,282,220,62,0.18,1,328
2929,9.95,125,105,20,0.18,1,161
2930,2.86,79,57,22,0.06,0,86
2931,10.04,174,165,9,0.1,0,202
2932,9.46,100,82,18,0.25,0,129
2933,7.56,210,197,13,0.03,0,238
2934,4.71,195,160,35,0.26,0,226
2935,5.36,127,100,27,0.15,1,155
2936,2.34,71,56,15,0.25,0,79
2937,7.59,113,86,27,0.1,1,144
2938,7.44,70,53,17,0.1,0,84
2939,6.23,178,174,4,0.23,1,212
2940,6.23,290,261,29,0.24,0,337
2941,5.0,156,124,32,0.07,0,173
2942,8.05,165,141,24,0.29,0,208
2943,10.91,173,164,9,0.03,0,192
2944,4.48,192,161,31,0.02,1,197
2945,6.43,85,75,10,0.18,1,101
2946,2.55,96,85,11,0.22,0,104
2947,7.87,231,175,56,0.29,0,273
2948,9.02,263,231,32,0.12,0,285
2949,11.25,81,81,0,0.01,0,115
2950,5.51,235,231,4,0.18,1,273
2951,11.55,223,166,57,0.09,1,259
2952,1.7,103,74,29,0.13,0,103
2953,8.43,210,167,43,0.15,1,234
2954,1.63,299,267,32,0.02,0,305
2955,11.04,282,203,79,0.15,1,321
2956,6.83,300,241,59,0.13,0,332
2957,9.02,216,162,54,0.21,1,257
2958,10.48,72,56,16,0.19,1,103
2959,2.65,220,195,25,0.06,0,226
2960,3.35,232,199,33,0.06,1,245
2961,10.67,51,49,2,0.08,0,78
2962,4.46,243,222,21,0.05,0,257
2963,2.42,215,165,50,0.2,0,231
2964,7.22,296,217,79,0.3,1,344
2965,8.38,292,229,63,0.2,1,336
2966,3.28,206,178,28,0.18,1,226
2967,5.47,293,286,7,0.12,1,321
2968,1.36,159,157,2,0.09,0,169
2969,6.78,173,154,19,0.27,1,204
2970,10.85,116,100,16,0.29,0,161
2971,11.81,280,229,51,0.15,0,321
2972,8.01,120,120,0,0.09,0,146
2973,4.45,213,150,63,0.23,1,238
2974,11.15,78,70,8,0.04,1,99
2975,6.68,168,126,42,0.23,0,203
2976,2.69,214,180,34,0.25,0,239
2977,11.3,162,156,6,0.04,1,191
2978,9.33,299,228,71,0.29,0,356
2979,9.59,277,219,58,0.3,1,334
2980,9.38,264,223,41,0.28,1,327
2981,3.2,94,80,14,0.15,0,102
2982,3.32,65,64,1,0.07,0,71
2983,9.19,289,233,56,0.17,1,320
2984,4.98,80,59,21,0.13,1,95
2985,5.83,211,206,5,0.06,0,230
2986,10.04,99,92,7,0.13,1,126
2987,9.62,242,177,65,0.2,0,277
2988,5.99,259,237,22,0.02,0,268
2989,10.13,171,138,33,0.1,1,207
2990,10.55,239,201,38,0.01,1,256
2991,8.2,281,231,50,0.22,0,320
2992,5.06,220,193,27,0.19,1,237
2993,4.01,233,213,20,0.02,0,234
2994,4.46,297,293,4,0.29,0,348
2995,2.28,64,50,14,0.01,0,66
2996,5.46,225,175,50,0.18,1,253
2997,3.3,98,79,19,0.23,0,107
2998,6.01,258,209,49,0.24,0,297
2999,10.99,221,205,16,0.01,0,250
3000,3.94,59,59,0,0.27,1,81
3001,8.92,69,53,16,0.28,0,103
3002,9.19,119,102,17,0.17,1,143
3003,2.05,57,52,5,0.14,0,68
3004,11.15,222,216,6,0.01,0,259
3005,7.25,83,82,1,0.17,0,115
3006,6.27,273,245,28,0.12,1,309
3007,9.81,228,173,55,0.23,1,269
3008,3.83,295,214,81,0.12,0,304
3009,8.63,283,207,76,0.21,0,307
3010,1.44,53,39,14,0.03,0,49
3011,10.23,157,115,42,0.04,0,175
3012,5.93,291,245,46,0.04,0,301
3013,8.0,216,202,14,0.01,0,231
3014,3.43,261,199,62,0.16,0,280
3015,8.45,73,69,4,0.24,0,104
3016,9.49,265,244,21,0.18,0,309
3017,7.26,104,97,7,0.17,1,134
3018,7.79,75,64,11,0.2,0,98
3019,6.02,74,67,7,0.1,0,97
3020,11.05,85,82,3,0.11,1,111
3021,6.48,120,104,16,0.09,0,137
3022,10.26,251,186,65,0.21,0,292
3023,9.81,235,195,40,0.05,0,248
3024,5.52,288,213,75,0.0,0,285
3025,3.53,61,58,3,0.18,0,79
3026,5.47,178,170,8,0.28,0,213
3027,10.44,165,137,28,0.18,1,192
3028,3.5,227,196,31,0.23,0,252
3029,6.77,202,162,40,0.2,0,225
3030,9.87,257,196,61,0.15,0,292
3031,4.89,182,141,41,0.22,0,207
3032,8.06,132,95,37,0.25,0,154
3033,5.21,245,216,29,0.07,1,253
3034,2.2,55,52,3,0.1,0,60
3035,9.74,75,63,12,0.07,0,100
3036,2.09,162,157,5,0.14,0,175
3037,3.99,152,139,13,0.27,0,182
3038,10.7,169,159,10,0.1,1,204
3039,4.81,232,205,27,0.11,0,255
3040,11.7,216,209,7,0.26,0,265
3041,11.78,58,58,0,0.15,0,91
3042,5.41,94,76,18,0.16,1,117
3043,1.45,293,240,53,0.26,0,321
3044,8.76,63,50,13,0.15,0,83
3045,7.06,161,130,31,0.2,1,187
3046,3.91,104,101,3,0.03,1,113
3047,8.78,186,170,16,0.05,0,211
3048,1.34,64,62,2,0.12,0,68
3049,10.57,86,65,21,0.15,0,105
3050,2.53,227,177,50,0.29,0,263
3051,2.4,176,166,10,0.29,0,209
3052,2.93,166,150,16,0.26,0,193
3053,11.56,133,95,38,0.09,0,160
3054,8.62,121,100,21,0.29,0,155
3055,9.82,145,111,34,0.21,0,174
3056,6.58,160,148,12,0.12,1,175
3057,4.7,198,186,12,0.21,0,237
3058,3.58,234,179,55,0.0,0,233
3059,6.29,154,123,31,0.04,0,159
3060,7.97,196,156,40,0.25,1,228
3061,7.95,270,226,44,0.19,0,309
3062,3.83,107,89,18,0.11,0,121
3063,11.44,144,113,31,0.15,0,174
3064,2.87,167,154,13,0.27,0,189
3065,11.62,55,50,5,0.19,0,86
3066,1.16,53,40,13,0.12,0,47
3067,6.29,92,84,8,0.04,0,106
3068,6.0,142,119,23,0.09,1,157
3069,5.94,91,72,19,0.29,0,123
3070,7.28,52,37,15,0.13,0,69
3071,6.92,178,155,23,0.14,1,205
3072,5.56,285,249,36,0.15,0,322
3073,9.06,232,174,58,0.27,0,270
3074,8.54,64,49,15,0.18,0,85
3075,10.17,96,75,21,0.21,0,125
3076,5.25,134,116,18,0.12,1,144
3077,8.49,223,202,21,0.01,1,240
3078,7.44,107,88,19,0.28,0,143
3079,5.07,272,201,71,0.28,0,313
3080,7.37,248,183,65,0.28,1,295
3081,5.82,258,250,8,0.28,1,304
3082,4.28,297,259,38,0.24,1,331
3083,3.35,260,224,36,0.21,0,300
3084,2.16,88,63,25,0.25,0,101
3085,9.15,180,144,36,0.18,1,204
3086,8.27,207,182,25,0.04,0,240
3087,11.46,84,84,0,0.12,0,118
3088,9.03,299,249,50,0.29,0,341
3089,1.57,234,228,6,0.11,0,257
3090,10.73,206,155,51,0.26,0,238
3091,10.49,227,176,51,0.03,0,248
3092,6.99,239,206,33,0.1,1,267
3093,7.44,101,88,13,0.11,0,126
3094,11.78,167,123,44,0.02,1,198
3095,6.86,63,58,5,0.04,0,86
3096,10.96,212,197,15,0.06,0,253
3097,3.75,205,148,57,0.25,1,229
3098,3.1,235,178,57,0.02,0,232
3099,5.85,79,60,19,0.09,0,92
3100,7.43,139,131,8,0.0,0,163
3101,9.98,184,177,7,0.21,0,224
3102,11.89,216,215,1,0.19,1,271
3103,6.5,144,134,10,0.19,1,168
3104,1.52,118,91,27,0.11,0,119
3105,9.81,212,197,15,0.06,0,246
3106,7.65,291,228,63,0.22,0,332
3107,4.79,288,267,21,0.24,1,320
3108,6.44,176,156,20,0.04,0,188
3109,9.17,101,72,29,0.15,0,113
3110,9.47,191,177,14,0.07,0,217
3111,6.5,112,100,12,0.05,0,128
3112,4.36,85,78,7,0.22,0,102
3113,11.76,140,136,4,0.16,1,186
3114,8.3,201,172,29,0.06,0,225
3115,5.49,217,193,24,0.09,0,249
3116,5.52,206,164,42,0.29,1,244
3117,9.58,102,77,25,0.25,1,137
3118,3.66,158,133,25,0.26,0,185
3119,2.89,199,198,1,0.14,0,219
3120,6.83,121,99,22,0.19,0,142
3121,4.19,64,63,1,0.11,0,77
3122,7.92,162,133,29,0.02,0,177
3123,2.3,118,94,24,0.12,0,126
3124,8.2,165,156,9,0.18,0,202
3125,5.55,241,182,59,0.09,1,256
3126,1.0,53,39,14,0.25,0,57
3127,2.4,124,94,30,0.05,0,124
3128,11.27,195,178,17,0.11,0,232
3129,10.81,91,75,16,0.04,1,113
3130,5.1,290,211,79,0.12,1,303
3131,10.01,79,72,7,0.01,1,101
3132,8.48,192,145,47,0.08,1,224
3133,11.74,119,119,0,0.12,1,150
3134,5.11,232,232,0,0.14,0,258
3135,8.5,230,178,52,0.16,0,257
3136,1.7,65,51,14,0.08,0,67
3137,6.57,160,123,37,0.16,1,187
3138,11.67,153,111,42,0.15,1,184
3139,6.93,250,242,8,0.09,0,271
3140,4.17,156,146,10,0.25,0,192
3141,2.32,172,126,46,0.16,0,184
3142,9.33,211,200,11,0.1,1,245
3143,8.09,76,61,15,0.28,0,108
3144,5.11,62,53,9,0.25,0,75
3145,11.46,277,271,6,0.29,0,345
3146,1.24,204,187,17,0.21,0,230
3147,5.73,122,103,19,0.11,1,137
3148,11.13,246,184,62,0.08,0,273
3149,5.89,292,231,61,0.2,1,327
3150,3.77,135,110,25,0.29,0,152
3151,6.88,80,69,11,0.19,0,98
3152,10.06,52,48,4,0.26,0,72
3153,3.93,79,77,2,0.1,1,94
3154,11.37,198,174,24,0.12,0,243
3155,9.75,148,147,1,0.27,0,189
3156,2.99,183,172,11,0.23,0,209
3157,9.41,269,235,34,0.29,1,330
3158,5.23,209,183,26,0.23,0,243
3159,6.62,219,217,2,0.13,1,245
3160,9.62,278,229,49,0.16,0,323
3161,11.59,239,200,39,0.27,0,294
3162,2.39,266,260,6,0.17,0,293
3163,5.63,209,150,59,0.08,0,219
3164,6.29,148,144,4,0.13,0,176
3165,5.14,135,101,34,0.15,0,149
3166,5.0,265,265,0,0.03,0,290
3167,3.47,216,159,57,0.22,1,244
3168,8.54,113,113,0,0.03,0,137
3169,6.93,167,130,37,0.12,1,188
3170,3.14,207,185,22,0.24,0,232
3171,9.98,240,187,53,0.14,0,268
3172,9.83,163,144,19,0.25,0,199
3173,6.35,273,268,5,0.1,0,301
3174,4.28,208,161,47,0.29,0,240
3175,8.02,136,134,2,0.06,0,152
3176,4.17,89,65,24,0.01,0,99
3177,3.6,210,207,3,0.26,0,242
3178,9.57,240,206,34,0.23,1,287
3179,3.36,74,58,16,0.07,1,86
3180,2.04,213,188,25,0.3,0,252
3181,1.07,201,188,13,0.15,0,222
3182,2.68,144,112,32,0.29,0,174
3183,1.76,235,180,55,0.15,0,251
3184,11.95,216,157,59,0.14,0,251
3185,4.18,95,85,10,0.13,0,108
3186,2.64,254,216,38,0.1,0,266
3187,3.65,187,167,20,0.16,0,216
3188,11.3,264,244,20,0.14,0,306
3189,7.68,259,201,58,0.01,1,268
3190,6.28,81,73,8,0.08,1,106
3191,10.61,146,128,18,0.06,0,173
3192,6.55,213,188,25,0.26,1,249
3193,6.02,205,162,43,0.18,1,236
3194,3.28,193,140,53,0.23,0,209
3195,5.16,65,52,13,0.29,0,87
3196,4.48,67,58,9,0.19,0,84
3197,9.1,185,142,43,0.29,1,228
3198,5.61,283,229,54,0.09,1,287
3199,7.35,257,253,4,0.06,0,287
3200,1.72,296,288,8,0.12,0,317
3201,3.1,297,294,3,0.14,0,329
3202,5.48,124,108,16,0.27,0,154
3203,11.31,247,186,61,0.17,0,286
3204,6.4,50,46,4,0.09,1,66
3205,8.3,239,212,27,0.22,0,279
3206,5.3,174,127,47,0.15,1,191
3207,4.14,253,190,63,0.05,1,258
3208,3.53,298,239,59,0.17,1,319
3209,4.36,87,81,6,0.27,0,114
3210,2.73,269,260,9,0.25,0,307
3211,2.91,94,94,0,0.18,0,105
3212,9.37,235,228,7,0.11,0,273
3213,1.17,130,119,11,0.03,0,143
3214,7.14,178,149,29,0.14,0,197
3215,5.17,81,80,1,0.23,0,103
3216,6.57,185,178,7,0.11,0,216
3217,7.19,167,158,9,0.07,0,192
3218,4.45,89,73,16,0.28,0,113
3219,5.66,233,190,43,0.25,1,268
3220,9.6,240,201,39,0.19,1,266
3221,10.58,284,263,21,0.04,0,314
3222,3.12,287,256,31,0.04,0,297
3223,2.07,265,258,7,0.03,0,279
3224,10.88,123,115,8,0.18,0,156
3225,4.85,160,117,43,0.03,0,175
3226,7.96,152,108,44,0.25,1,181
3227,4.95,152,123,29,0.3,0,179
3228,2.38,123,90,33,0.11,0,126
3229,7.48,213,172,41,0.14,0,244
3230,6.78,266,264,2,0.21,0,306
3231,3.23,163,115,48,0.28,0,188
3232,5.97,172,167,5,0.27,0,206
3233,9.77,106,85,21,0.02,0,128
3234,7.49,123,114,9,0.05,0,136
3235,2.07,132,117,15,0.23,0,154
3236,7.03,287,232,55,0.21,0,323
3237,8.73,222,193,29,0.04,0,246
3238,10.13,128,119,9,0.15,1,161
3239,7.92,257,232,25,0.23,0,304
3240,2.68,179,161,18,0.07,0,189
3241,8.81,142,102,40,0.26,0,179
3242,8.45,245,187,58,0.02,0,260
3243,1.27,294,254,40,0.23,0,324
3244,5.53,99,94,5,0.18,0,117
3245,6.0,78,60,18,0.09,1,91
3246,8.36,272,260,12,0.22,0,317
3247,3.38,130,122,8,0.23,0,159
3248,7.5,59,53,6,0.28,0,89
3249,11.22,204,151,53,0.11,1,233
3250,9.78,166,160,6,0.21,0,204
3251,11.14,282,272,10,0.18,0,330
3252,11.76,192,164,28,0.16,0,232
3253,1.12,109,100,9,0.27,0,134
3254,7.85,285,237,48,0.0,0,296
3255,5.54,208,180,28,0.08,0,231
3256,10.46,198,173,25,0.16,0,237
3257,3.77,109,106,3,0.05,0,124
3258,11.79,300,288,12,0.27,0,366
3259,7.75,107,81,26,0.19,0,131
3260,10.14,218,161,57,0.14,1,244
3261,1.94,223,208,15,0.24,0,254
3262,3.02,94,91,3,0.14,0,107
3263,9.34,173,171,2,0.17,0,213
3264,1.24,75,62,13,0.0,0,71
3265,10.35,151,119,32,0.11,1,182
3266,1.15,100,89,11,0.04,0,104
3267,8.23,213,170,43,0.21,0,249
3268,5.02,101,80,21,0.14,0,119
3269,7.73,258,186,72,0.09,0,274
3270,8.66,100,99,1,0.14,0,148
3271,4.77,180,170,10,0.06,0,198
3272,2.19,63,62,1,0.28,0,78
3273,3.63,226,168,58,0.02,1,230
3274,7.48,254,194,60,0.26,0,292
3275,7.69,282,234,48,0.15,1,311
3276,9.68,268,262,6,0.19,1,321
3277,7.59,50,46,4,0.09,1,75
3278,5.65,234,214,20,0.29,0,285
3279,5.38,194,162,32,0.08,0,202
3280,3.24,289,267,22,0.18,1,319
3281,4.69,227,223,4,0.3,0,274
3282,11.74,275,215,60,0.26,0,332
3283,10.86,63,58,5,0.16,1,97
3284,5.96,295,255,40,0.3,1,342
3285,7.47,296,285,11,0.21,0,347
3286,10.32,236,180,56,0.06,0,260
3287,5.85,130,108,22,0.12,0,150
3288,3.16,52,38,14,0.1,1,55
3289,3.67,147,126,21,0.1,1,155
3290,6.61,89,64,25,0.23,0,120
3291,11.66,138,102,36,0.18,0,178
3292,9.24,174,144,30,0.01,1,192
3293,1.78,243,175,68,0.26,0,266
3294,3.08,211,191,20,0.09,0,236
3295,9.94,267,238,29,0.3,1,327
3296,10.26,144,143,1,0.29,0,190
3297,7.79,58,48,10,0.28,0,80
3298,8.09,143,113,30,0.24,0,174
3299,1.31,133,103,30,0.07,0,127
3300,10.46,70,67,3,0.16,1,104
3301,9.67,270,235,35,0.07,0,303
3302,5.33,300,285,15,0.08,1,329
3303,8.8,74,60,14,0.18,0,97
3304,3.36,151,144,7,0.01,0,148
3305,1.44,171,125,46,0.29,0,192
3306,3.21,221,206,15,0.28,0,264
3307,2.96,74,68,6,0.11,0,77
3308,4.72,186,139,47,0.15,0,201
3309,5.6,152,132,20,0.14,0,175
3310,6.59,239,238,1,0.26,0,283
3311,7.29,285,243,42,0.21,1,317
3312,3.98,203,198,5,0.08,0,217
3313,3.26,106,75,31,0.13,1,112
3314,7.66,86,71,15,0.13,0,99
3315,5.35,65,60,5,0.29,0,93
3316,4.29,86,72,14,0.05,0,104
3317,10.54,125,123,2,0.03,0,153
3318,9.21,201,153,48,0.26,0,245
3319,10.72,75,55,20,0.27,1,101
3320,7.45,69,51,18,0.26,1,93
3321,2.44,186,167,19,0.15,0,200
3322,8.66,264,239,25,0.2,0,310
3323,4.85,152,151,1,0.17,1,164
3324,5.85,78,63,15,0.02,0,89
3325,3.59,80,68,12,0.18,1,97
3326,10.43,68,59,9,0.0,1,94
3327,4.13,197,144,53,0.1,1,211
3328,10.93,264,251,13,0.28,0,323
3329,10.51,284,284,0,0.09,0,309
3330,6.11,76,75,1,0.28,0,108
3331,9.19,143,134,9,0.08,0,174
3332,8.58,134,133,1,0.09,1,170
3333,9.83,93,79,14,0.19,0,124
3334,5.75,212,193,19,0.23,0,250
3335,10.07,162,154,8,0.15,1,210
3336,7.16,248,193,55,0.26,1,278
3337,11.47,199,187,12,0.01,1,229
3338,7.38,123,98,25,0.28,1,160
3339,6.09,136,122,14,0.06,0,154
3340,9.64,192,163,29,0.27,0,237
3341,10.39,143,103,40,0.12,1,163
3342,7.1,147,146,1,0.25,0,191
3343,2.98,190,162,28,0.2,0,217
3344,6.15,181,135,46,0.05,0,199
3345,11.65,259,214,45,0.28,0,316
3346,9.78,105,97,8,0.07,1,130
3347,9.92,200,177,23,0.07,0,228
3348,1.36,146,117,29,0.24,0,170
3349,6.15,147,108,39,0.03,0,156
3350,8.11,83,82,1,0.07,0,114
3351,10.13,149,146,3,0.15,0,185
3352,1.54,276,250,26,0.25,0,305
3353,10.67,194,181,13,0.04,1,212
3354,7.03,205,189,16,0.16,0,239
3355,3.17,63,59,4,0.21,0,81
3356,4.49,211,199,12,0.26,0,242
3357,4.1,161,155,6,0.28,0,200
3358,6.84,124,90,34,0.24,0,143
3359,3.47,234,224,10,0.2,1,268
3360,2.74,254,239,15,0.13,0,279
3361,10.31,146,136,10,0.03,1,178
3362,2.46,170,123,47,0.21,0,175
3363,3.57,104,81,23,0.3,0,130
3364,5.99,243,186,57,0.22,0,273
3365,7.65,275,267,8,0.01,1,293
